OBJECTID,Name,Location,District,Neighbourhood,Container_Type,Bin_Type,Longitude,Latitude
173,"HORVATOVAC 58, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8217073<br>Zemljopisna dužina: 15.9911315","Gornji Grad - Medveščak","Voćarska","Zvono","Staklo",15.991131499906393,45.82170729967484
175,"HRELIĆKA ULICA 78, 1010 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7611569<br>Zemljopisna dužina: 16.0065304","Novi Zagreb - istok","Hrelić","Zvono","Staklo",16.00653040042325,45.76115689900873
176,"HRGOVIĆI 95, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7821182<br>Zemljopisna dužina: 15.9268552","Trešnjevka - jug","Jarun","Zvono","Staklo",15.92673852334778,45.78219582681202
177,"Hribarov prilaz 10, 10010, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.764479<br>Zemljopisna dužina: 15.9924949","Novi Zagreb - istok","Dugave","Zvono","Staklo",15.992494900097034,45.76447899946742
178,"Vajdin vijenac 16, 10010, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7666232<br>Zemljopisna dužina: 15.9928275","Novi Zagreb - istok","Dugave","Zvono","Staklo",15.992827499392105,45.76662319915646
183,"ULICA SLAVOLJUBA BULVANA , 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.81628<br>Zemljopisna dužina: 16.0288183","Maksimir","Maksimirska naselja","Zvono","Staklo",16.0286748022541,45.81598837241018
184,"I.DUMOVEČKI LUG 6, DUMOVEC, SESVETE","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8056682<br>Zemljopisna dužina: 16.1557903","","Dumovec","Zvono","Staklo",16.15435263575486,45.80596735866612
186,"Ilica 298, 10000, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8143114<br>Zemljopisna dužina: 15.9307795","Črnomerec","Kustošija - centar","Zvono","Staklo",15.928590817227096,45.81430766073127
188,"Ilica 288, 10000, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8141817<br>Zemljopisna dužina: 15.9290283","Črnomerec","Kustošija - centar","Zvono","Staklo",15.929489639865439,45.81403588048725
191,"Ilirska grana 3, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7930411<br>Zemljopisna dužina: 15.9365273","Trešnjevka - jug","Gajevo","Zvono","Staklo",15.936605084422371,45.79305980067951
192,"ISCE 15, GRAČANI, PODSLJEME","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.856235<br>Zemljopisna dužina: 15.9700208","Podsljeme","Gračani","Zvono","Staklo",15.970388263203368,45.8556474931356
194,"IVANA MAŽURANIĆA 152 , 10362 KAŠINA","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.9233887<br>Zemljopisna dužina: 16.1193217","","Kašina","Zvono","Staklo",16.11958455697194,45.922981954252066
195,"IVANIĆGRADSKA ULICA 24, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8075333<br>Zemljopisna dužina: 16.01817","Peščenica - Žitnjak","Volovčica","Zvono","Staklo",16.0176952493915,45.808010067906885
196,"IVANIĆGRADSKA ULICA 46, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8051117<br>Zemljopisna dužina: 16.0199217","Peščenica - Žitnjak","Volovčica","Zvono","Staklo",16.019803682193174,45.804930331589816
198,"IVEKOVIĆEVA 35, FERENŠČICA, PEŠČENICA - ŽITNJAK","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8000518<br>Zemljopisna dužina: 16.0171984","Peščenica - Žitnjak","Ferenščica","Zvono","Staklo",16.017198399856508,45.80005179921931
201,"JADRANSKA ULICA 21, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8169032<br>Zemljopisna dužina: 15.9549004","Gornji Grad - Medveščak","\"Stjepan Radić\"","Zvono","Staklo",15.954900399892525,45.816903199658974
203,"ULICA ANTE JAKŠIĆA 37 , 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8133433<br>Zemljopisna dužina: 16.0250058","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Staklo",16.02506480821534,45.81331993099261
204,"Milana Pavelića 1B","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.811847<br>Zemljopisna dužina: 16.0208508","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Staklo",16.018860600951562,45.81209564811578
205,"Jakuševečka ulica 5, 10010, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7609698<br>Zemljopisna dužina: 16.0107361","Novi Zagreb - istok","Jakuševec","Zvono","Staklo",16.007930508763682,45.7609567008448
206,"Bartolići 16, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.78528<br>Zemljopisna dužina: 15.925235","Trešnjevka - jug","Jarun","Zvono","Staklo",15.925648059693868,45.785029360245474
207,"Jarun 49, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7859378<br>Zemljopisna dužina: 15.9242481","Trešnjevka - jug","Jarun","Zvono","Staklo",15.924156234931077,45.7859209656343
210,"JELENOVAC 52, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8307573<br>Zemljopisna dužina: 15.9524168","Črnomerec","Jelenovac","Zvono","Staklo",15.952416800016149,45.83075729882212
212,"JELKOVEČKA ULICA 10, 10375 IVANJA REKA","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8220448<br>Zemljopisna dužina: 16.1164891","","Jelkovec","Zvono","Staklo",16.11648909958539,45.8220447993007
213,"JESENOVEČKA CESTA 44, JESENOVEC, SESVETE","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.9177395<br>Zemljopisna dužina: 16.1457438","","Jesenovec","Zvono","Staklo",16.14556141004339,45.91745773411168
217,"JURJEVSKA ULICA 37, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8252064<br>Zemljopisna dužina: 15.9756607","Gornji Grad - Medveščak","Gornji grad","Zvono","Staklo",15.975660699868882,45.82520639908321
218,"JURJEVSKA ULICA 51, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8274754<br>Zemljopisna dužina: 15.9753335","Gornji Grad - Medveščak","Gornji grad","Zvono","Staklo",15.97533349947842,45.82747539945263
221,"Ulica grada Gualda Tadina 25, 10000, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8170752<br>Zemljopisna dužina: 15.941999","Črnomerec","\"Sveti Duh\"","Zvono","Staklo",15.942417424058213,45.816491952544716
223,"KANALSKA ULICA, 10251 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7545117<br>Zemljopisna dužina: 15.912705","Novi Zagreb - zapad","Blato","Zvono","Staklo",15.912560160186262,45.75469135982447
224,"KARAŽNIK 47, GORNJI STENJEVEC, 10090 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.817187<br>Zemljopisna dužina: 15.8640392","Podsused - Vrapče","Gornji Stenjevec","Zvono","Staklo",15.864039200109604,45.81718699880332
225,"Karlovačka cesta 60, 10020, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7628733<br>Zemljopisna dužina: 15.9159717","Novi Zagreb - zapad","Blato","Zvono","Staklo",15.915751758474306,45.76269366459547
226,"Karlovačka cesta 88, 10020, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7589322<br>Zemljopisna dužina: 15.9014766","Novi Zagreb - zapad","Blato","Zvono","Staklo",15.901106455117098,45.75881991993657
227,"KARLOVAČKA ULICA 2, 10375 IVANJA REKA","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8261726<br>Zemljopisna dužina: 16.1115271","Sesvete","Centar","Zvono","Staklo",16.11146809154834,45.82621745638283
228,"KARLOVAČKA ULICA 12, 10360 SESvETE","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8253801<br>Zemljopisna dužina: 16.1120099","Sesvete","Centar","Zvono","Staklo",16.111891883320816,45.82535393220361
230,"KATIĆEV PRILAZ 9, 10010 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7746103<br>Zemljopisna dužina: 15.9988329","Novi Zagreb - istok","Utrine","Zvono","Staklo",15.998956282104553,45.77459907449613
231,"KAUZLARIĆEV PRILAZ 17, 10010 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7649805<br>Zemljopisna dužina: 16.0049349","Novi Zagreb - istok","Dugave","Zvono","Staklo",16.004934900236446,45.76498049935016
232,"KAŽOTIĆEV TRG 1, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8159162<br>Zemljopisna dužina: 16.0220415","Maksimir","Maksimirska naselja","Zvono","Staklo",16.022041499968235,45.81591619955887
233,"KELEKOVA ULICA 18A, SESVETSKA SOPNICA, SESVETE","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8191739<br>Zemljopisna dužina: 16.1042143","Sesvete","Sesvetska Sopnica","Zvono","Staklo",16.10394607868922,45.81891967362249
235,"KLIŠKA ULICA 2, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7939501<br>Zemljopisna dužina: 15.9539509","Trešnjevka - jug","Knežija","Zvono","Staklo",15.953902620729426,45.79375373331847
236,"KOBILJAČKA CESTA 73, 10361 BUDENEC","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8222632<br>Zemljopisna dužina: 16.1603375","","Kobiljak","Zvono","Staklo",16.160353593172857,45.82207627957004
237,"KORANSKA ULICA 1C, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8024<br>Zemljopisna dužina: 15.9680533","Trnje","Martinovka","Zvono","Staklo",15.968804317903112,45.80250471159064
238,"KRALJEVEC 87, 10009 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8365207<br>Zemljopisna dužina: 15.967421","Gornji Grad - Medveščak","Kraljevec","Zvono","Staklo",15.966948930773048,45.83774656371807
239,"KRALJEVEČKI BREGI 170, STARJAK","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.6602357<br>Zemljopisna dužina: 15.871512","","Kupinečki Kraljevec I.","Zvono","Staklo",15.871512000381776,45.66023569945586
240,"KRALJEVEČKI BREGI 157, STARJAK","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.6567894<br>Zemljopisna dužina: 15.8708798","","Kupinečki Kraljevec I.","Zvono","Staklo",15.870879799930183,45.65678939928342
244,"KRAPINSKA ULICA 58, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.802505<br>Zemljopisna dužina: 15.9501467","Trešnjevka - sjever","\"Silvije Strahimir Kranjčević\"","Zvono","Staklo",15.950211072922242,45.8025031298285
245,"KRČEC 51, 10090 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8413109<br>Zemljopisna dužina: 15.9160651","Črnomerec","Gornja Kustošija","Zvono","Staklo",15.915163877349231,45.84116328344937
249,"Labudovac 2","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8224662<br>Zemljopisna dužina: 15.997054","Maksimir","\"Dinko Šimunović\"","Zvono","Staklo",15.997738634466328,45.82245732051763
250,"KROTOVICA 15, 10040 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8328967<br>Zemljopisna dužina: 16.0689373","Gornja Dubrava","Trnovčica","Zvono","Plastika",16.069082139293386,45.83285184708099
251,"Trnovčica 1, 10040 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8332117<br>Zemljopisna dužina: 16.0663383","Gornja Dubrava","Trnovčica","Zvono","Staklo",16.066338299903162,45.833211699526174
253,"KRUŽNA ULICA 80, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7900338<br>Zemljopisna dužina: 15.9228614","Trešnjevka - jug","Jarun","Zvono","Staklo",15.922866764890271,45.7900412801655
256,"KUSOVA ULICA 1, 10361 DRENČEC","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8383884<br>Zemljopisna dužina: 16.2034354","","Drenčec","Zvono","Staklo",16.20343540008039,45.8383883988671
257,"KUSTOŠIJANSKA ULICA 21, 10110 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8154365<br>Zemljopisna dužina: 15.9267992","Črnomerec","Gornja Kustošija","Zvono","Staklo",15.926750920404409,45.8153205948469
259,"KUSTOŠIJANSKA ULICA 279, 10110 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8309469<br>Zemljopisna dužina: 15.9217728","Črnomerec","Gornja Kustošija","Zvono","Staklo",15.92187204157859,45.83090765218072
260,"Palinovečka ulica 19D, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7896198<br>Zemljopisna dužina: 15.9174475","Trešnjevka - jug","Vrbani","Zvono","Staklo",15.916975431556265,45.789163446244835
261,"Kutnjački put 8, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7907034<br>Zemljopisna dužina: 15.9157294","Trešnjevka - jug","Vrbani","Zvono","Staklo",15.917413827239479,45.789705609367054
262,"KUZMINEČKA ULICA 49, 10104 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7900317<br>Zemljopisna dužina: 15.9109017","Trešnjevka - jug","Vrbani","Zvono","Staklo",15.911097501401779,45.790133629511644
263,"Kuzminečka ulica 5, 10110, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7913767<br>Zemljopisna dužina: 15.9117597","Trešnjevka - jug","Vrbani","Zvono","Staklo",15.911349322549512,45.79089791820671
264,"LADISLAVA ŠTRITOFA 18, ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7884766<br>Zemljopisna dužina: 15.9365543","Trešnjevka - jug","Gajevo","Zvono","Staklo",15.936425553593182,45.7886814001257
266,"ULICA JOZE LAURENČIĆA 18, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7937454<br>Zemljopisna dužina: 16.0089366","Peščenica - Žitnjak","Folnegovićevo naselje","Zvono","Staklo",16.00912033115729,45.79327318383978
268,"LESKOVAČKI BRIJEG BB, HRVATSKI LESKOVAC, NOVI ZAGREB-ZAPAD","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.742358<br>Zemljopisna dužina: 15.887581","Novi Zagreb - zapad","Hrvatski Leskovac","Zvono","Staklo",15.887581000005607,45.74235799925306
270,"LISTOPADSKA ULICA 13, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7930412<br>Zemljopisna dužina: 15.9185779","Trešnjevka - jug","Vrbani","Zvono","Staklo",15.918384781017757,45.79309917428378
273,"LOŠINJSKA ULICA 33, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7986402<br>Zemljopisna dužina: 15.9368814","Trešnjevka - sjever","Pongračevo","Zvono","Staklo",15.936540759308267,45.79856352953523
275,"Ulica Mate Lovraka 19, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8403983<br>Zemljopisna dužina: 16.0609233","Gornja Dubrava","Studentski grad","Zvono","Staklo",16.06116335768398,45.84038054797636
276,"DONJE SVETICE 79C, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.80582<br>Zemljopisna dužina: 16.0155483","Peščenica - Žitnjak","Donje Svetice","Zvono","Staklo",16.015474538983707,45.805834022650906
277,"MAGAZINSKA CESTA, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8078367<br>Zemljopisna dužina: 15.960815","Trešnjevka - sjever","\"Samoborček\"","Zvono","Staklo",15.960808293950665,45.807819871685886
278,"MAKSIMIRSKA CESTA 75, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8170332<br>Zemljopisna dužina: 16.0059052","Maksimir","Ružmarinka","Zvono","Staklo",16.00590519996326,45.81703319888295
279,"MAKSIMIRSKO NASELJE III. 4, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8167874<br>Zemljopisna dužina: 16.0265959","Maksimir","Maksimirska naselja","Zvono","Staklo",16.026362547922876,45.81681170110303
281,"MARKUŠEVEČKA TRNAVA 85, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8895386<br>Zemljopisna dužina: 16.0231574","Podsljeme","Markuševec","Zvono","Staklo",16.023153376281446,45.88959740758503
282,"MAROCHINIJEV PUT 3, 10362 PARUŽEVINA","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8849367<br>Zemljopisna dužina: 16.1276432","","Paruževina","Zvono","Staklo",16.12764320053741,45.88493669912068
283,"ULICA FRA GRGE MARTIĆA 24, 10009 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8124331<br>Zemljopisna dužina: 15.9910872","Donji Grad","\"Matko Laginja\"","Zvono","Staklo",15.991006734309233,45.812324666949934
284,"MARTIĆEVA ULICA, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8126433<br>Zemljopisna dužina: 15.9938163","Donji Grad","\"Pavao Šubić\"","Zvono","Staklo",15.993816299468758,45.812643298856074
285,"MATIČKI 27, ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.688553<br>Zemljopisna dužina: 15.8367222","","Kupinečki Kraljevec II.","Zvono","Staklo",15.836175029808771,45.68831316785834
287,"MATUNOVA 3, 1010 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7593605<br>Zemljopisna dužina: 15.999841","Novi Zagreb - istok","Hrelić","Zvono","Staklo",15.99984099938346,45.75936049891676
289,"MEĐIMURSKA ULICA 21, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8098701<br>Zemljopisna dužina: 15.9504265","Črnomerec","\"Ban Keglević\"","Zvono","Staklo",15.952373783560462,45.80971679118367
292,"MEDVEŠČAK 22, 10009 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.821595<br>Zemljopisna dužina: 15.9799361","Gornji Grad - Medveščak","Medveščak","Zvono","Staklo",15.979936100625599,45.821594998867425
293,"MEDVEŠČAK 47, 10009 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.82241<br>Zemljopisna dužina: 15.9796196","Gornji Grad - Medveščak","Medveščak","Zvono","Staklo",15.97961959964024,45.82240999906338
294,"MEDVEŠČAK 73, 10009 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8251614<br>Zemljopisna dužina: 15.9805316","Gornji Grad - Medveščak","Medveščak","Zvono","Staklo",15.980188277102615,45.82463057273465
295,"GUPČEVA ZVIJEZDA 4B, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.82806<br>Zemljopisna dužina: 15.979905","Gornji Grad - Medveščak","Gupčeva zvijezda","Zvono","Staklo",15.979904999978144,45.828059999608016
296,"MELINIŠĆE 13, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8409938<br>Zemljopisna dužina: 16.0209783","Maksimir","Dotrščina","Zvono","Staklo",16.020641683307442,45.84083964236202
297,"Ulica Mije Šiloboda Bolšića 4, Zagreb","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7649692<br>Zemljopisna dužina: 15.9895287","Novi Zagreb - istok","Sloboština","Zvono","Staklo",15.990172430251844,45.76533219456237
298,"TRG MARKA MARULIĆA 10 / VODNIKOVA","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8055907<br>Zemljopisna dužina: 15.9711824","Donji Grad","MIMARA","Zvono","Staklo",15.969422870411863,45.80553460627309
299,"MIKULIĆI 208, ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8528762<br>Zemljopisna dužina: 15.9351248","Črnomerec","Medvedgrad","Zvono","Staklo",15.935124799540155,45.852876198936656
300,"Glavića Balde, 10110 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8382463<br>Zemljopisna dužina: 15.9278774","Črnomerec","Medvedgrad","Zvono","Staklo",15.92787203577937,45.838093068732825
302,"MILKE TRNINE 5, FOLNEGOVIĆEVO NASELJE, PEŠČENICA - ŽITNJAK","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7923241<br>Zemljopisna dužina: 16.0041885","Peščenica - Žitnjak","Folnegovićevo naselje","Zvono","Staklo",16.00414960838853,45.79199494266897
303,"MLINARSKA CESTA 47, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8282343<br>Zemljopisna dužina: 15.9777258","Gornji Grad - Medveščak","Nova Ves","Zvono","Staklo",15.978090580269267,45.82818944325615
304,"MLINOVI 118F, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8509392<br>Zemljopisna dužina: 15.9617444","Podsljeme","Šestine","Zvono","Staklo",15.961744400450005,45.850939199103124
305,"Mrakov breg 1, 10257, Kupinečki Kraljevec, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.6738123<br>Zemljopisna dužina: 15.8721991","Brezovica","Kupinečki Kraljevec I.","Zvono","Papir",15.872665805008971,45.67303638607578
307,"NAŠIČKA ULICA 16, 10000 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.7908455<br>Zemljopisna dužina: 15.9316672","Trešnjevka - jug","Gajevo","Zvono","Staklo",15.931667200442506,45.79084549968779
312,"NOVAČKA 351, 20040 ZAGREB","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8604361<br>Zemljopisna dužina: 16.0332273","Gornja Dubrava","Zeleni brijeg","Zvono","Staklo",16.03305563878258,45.86067145549176
313,"Novačka ulica 152, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.848009<br>Zemljopisna dužina: 16.0379101","Gornja Dubrava","Granešinski Novaki","Zvono","Staklo",16.038172956407017,45.84774369562172
314,"Novačka ulica 315, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.8556472<br>Zemljopisna dužina: 16.0339078","Gornja Dubrava","Granešinski Novaki","Zvono","Staklo",16.03376296117464,45.85555005946921
315,"Novačka ulica 200, 10040, Zagreb, Grad Zagreb, HRV","Vrsta spremnika: STAKLO<br>Zemljopisna širina: 45.85089<br>Zemljopisna dužina: 16.0352217","Gornja Dubrava","Granešinski Novaki","Zvono","Staklo",16.03513586903573,45.85053876975291
